date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:00:55	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:00:55%20GMT	https://votify.s3.amazonaws.com/images/assets_DO_NOT_HARDCODE/facebook_icons/app-instant-games_filled_24_primary-icon-on-media.png?__makehaste_cache_breaker=zw59L7ftc4b	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/images/assets_DO_NOT_HARDCODE/facebook_icons/app-instant-games_filled_24_primary-icon-on-media.2c77cd.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:00:57	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:00:56%20GMT	https://votify.s3.amazonaws.com/images/ad_network/icon_xout_tick.png?__makehaste_cache_breaker=33xVYAe6drA	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/images/ad_network/icon_xout_tick.2d59d5.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:00:58	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:00:57%20GMT	https://votify.s3.amazonaws.com/images/ad_network/icon_xout_report.png?__makehaste_cache_breaker=gow2_WOnJes	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/images/ad_network/icon_xout_report.2e8554.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:00:59	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:00:58%20GMT	https://votify.s3.amazonaws.com/images/ad_network/icon_xout_report_white.png?__makehaste_cache_breaker=ZHmWZ5jPNJo	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/images/ad_network/icon_xout_report_white.2f9b3c.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:00	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:00:59%20GMT	https://votify.s3.amazonaws.com/images/business_integrity/non_discrimination/Non_Discrimination_Header.png?__makehaste_cache_breaker=NtRNG_gaN11	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/images/business_integrity/non_discrimination/Non_Discrimination_Header.30aab0.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:01	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:01%20GMT	https://votify.s3.amazonaws.com/images/ad_network/ad_choices.png?__makehaste_cache_breaker=tOMh8nRBb4Z	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/images/ad_network/ad_choices.316346.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:02	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:01%20GMT	https://votify.s3.amazonaws.com/images/ad_network/icon_info_adchoices.png?__makehaste_cache_breaker=OGqJ1fYkNfh	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/images/ad_network/icon_info_adchoices.323150.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:03	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:02%20GMT	https://votify.s3.amazonaws.com/images/ad_network/icon_xout_hide_white.png?__makehaste_cache_breaker=qMDbQeZThwc	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/images/ad_network/icon_xout_hide_white.33f570.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:04	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:03%20GMT	https://votify.s3.amazonaws.com/images/ad_network/icon_xout_hide.png?__makehaste_cache_breaker=EkIMv2Z8fSD	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/images/ad_network/icon_xout_hide.3460e9.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:05	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:05%20GMT	https://votify.s3.amazonaws.com/images/ad_network/icon_xout_ad_preferences.png?__makehaste_cache_breaker=iLLvv8js0qr	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/images/ad_network/icon_xout_ad_preferences.354b5c.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:06	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:06%20GMT	https://votify.s3.amazonaws.com/images/mobile/partner_portal/oxsights/delete.png?__makehaste_cache_breaker=uMFc7Vv5zGa	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/images/mobile/partner_portal/oxsights/delete.365123.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:07	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:07%20GMT	https://votify.s3.amazonaws.com/images/ad_network/icon_xout_adchoices.png?__makehaste_cache_breaker=8RFARmpILyE	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/images/ad_network/icon_xout_adchoices.376828.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:08	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:08%20GMT	https://votify.s3.amazonaws.com/images/commerce_platform/shop_builder/preview-mobile-frame.png?__makehaste_cache_breaker=lS49le69x3X	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/images/commerce_platform/shop_builder/preview-mobile-frame.38e077.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:09	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:09%20GMT	https://votify.s3.amazonaws.com/images/video/onboarding/onboardingFlow-starBg.png?__makehaste_cache_breaker=7SR6gMtBpp6	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/images/video/onboarding/onboardingFlow-starBg.3965fe.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:10	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:10%20GMT	https://votify.s3.amazonaws.com/images/assets_DO_NOT_HARDCODE/generic_mobile_device_frame/LaptopDeviceFrameBottom_light.png?__makehaste_cache_breaker=YkIg6DWpi8y	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/images/assets_DO_NOT_HARDCODE/generic_mobile_device_frame/LaptopDeviceFrameBottom_light.3ac3f9.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:11	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:11%20GMT	https://votify.s3.amazonaws.com/images/assets_DO_NOT_HARDCODE/generic_mobile_device_frame/LaptopDeviceFrameTop_dark.png?__makehaste_cache_breaker=ijtwALOagJp	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/images/assets_DO_NOT_HARDCODE/generic_mobile_device_frame/LaptopDeviceFrameTop_dark.3bc4db.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:12	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:12%20GMT	https://votify.s3.amazonaws.com/images/social_good/donation-comment-hearts.png?__makehaste_cache_breaker=XdnlgRIDrAe	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/images/social_good/donation-comment-hearts.3cc215.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:13	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:13%20GMT	https://votify.s3.amazonaws.com/images/marketing_messaging/instagram_preview_frame_4x.png?__makehaste_cache_breaker=VThmYCw6QtY	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/images/marketing_messaging/instagram_preview_frame_4x.3d7e73.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:15	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:14%20GMT	https://votify.s3.amazonaws.com/images/assets_DO_NOT_HARDCODE/community_empowerment_roles/Communities-Empowerment-Roles-Platform-Spark-New-Convo-QP-ALT-WWW_light.png?__makehaste_cache_breaker=fX_BSjkmfju	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/images/assets_DO_NOT_HARDCODE/community_empowerment_roles/Communities-Empowerment-Roles-Platform-Spark-New-Convo-QP-ALT-WWW_light.3ed127.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:16	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:15%20GMT	https://votify.s3.amazonaws.com/images/ad_network/icon_xout_cross.png?__makehaste_cache_breaker=h3TJN88cIRB	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/images/ad_network/icon_xout_cross.3ff876.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:17	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:16%20GMT	https://votify.s3.amazonaws.com/images/ads/branded_map_pin.png?__makehaste_cache_breaker=QxM9c3xf1b4	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/images/ads/branded_map_pin.400bcb.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:18	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:17%20GMT	https://votify.s3.amazonaws.com/images/instagram/xig/homepage/phones/home-phones.png?__makehaste_cache_breaker=HOgRclNOosk	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/images/instagram/xig/homepage/phones/home-phones.41ede0.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:19	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:18%20GMT	https://votify.s3.amazonaws.com/images/assets_DO_NOT_HARDCODE/generic_mobile_device_frame/LaptopDeviceFrameTop_light.png?__makehaste_cache_breaker=TxhjtDtKNE3	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/images/assets_DO_NOT_HARDCODE/generic_mobile_device_frame/LaptopDeviceFrameTop_light.42ce17.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:20	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:19%20GMT	https://votify.s3.amazonaws.com/images/marketing_messaging/messenger_preview_new_frame_4x.png?__makehaste_cache_breaker=p1ELidrK-eN	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/images/marketing_messaging/messenger_preview_new_frame_4x.43d74d.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:21	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:21%20GMT	https://votify.s3.amazonaws.com/images/instagram/xig_legacy_spritesheets/sprite_core.png?__makehaste_cache_breaker=VftLCxPPZoi	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/images/instagram/xig_legacy_spritesheets/sprite_core.44ef6e.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:22	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:22%20GMT	https://votify.s3.amazonaws.com/images/mobile/partner_portal/oxsights/share_custom.png?__makehaste_cache_breaker=eXTIrD70d3e	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/images/mobile/partner_portal/oxsights/share_custom.45b97c.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:23	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:23%20GMT	https://votify.s3.amazonaws.com/images/video/player_redesign/bottom_gradient.png?__makehaste_cache_breaker=Z8ThNyxPEjI	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/images/video/player_redesign/bottom_gradient.46f183.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:24	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:23%20GMT	https://votify.s3.amazonaws.com/images/social_good/fundraiser/fundraiser-jar.png?__makehaste_cache_breaker=pIB2zrKnPRf	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/images/social_good/fundraiser/fundraiser-jar.472400.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:25	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:25%20GMT	https://votify.s3.amazonaws.com/images/assets_DO_NOT_HARDCODE/generic_mobile_device_frame/LaptopDeviceFrameBottom_dark.png?__makehaste_cache_breaker=MbUjt44_M58	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/images/assets_DO_NOT_HARDCODE/generic_mobile_device_frame/LaptopDeviceFrameBottom_dark.48f6be.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:26	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:26%20GMT	https://votify.s3.amazonaws.com/images/mobile/partner_portal/oxsights/share_dark.png?__makehaste_cache_breaker=Rm6JKCcGjW-	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/images/mobile/partner_portal/oxsights/share_dark.49e074.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:27	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:26%20GMT	https://votify.s3.amazonaws.com/images/mobile/partner_portal/oxsights/delete_dark.png?__makehaste_cache_breaker=UsAf3NxOqis	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/images/mobile/partner_portal/oxsights/delete_dark.4a0171.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:28	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:27%20GMT	https://votify.s3.amazonaws.com/images/instagram/xig_legacy_spritesheets/sprite_core_2x.png?__makehaste_cache_breaker=GWw2YTj1Yfo	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/images/instagram/xig_legacy_spritesheets/sprite_core_2x.4b89ea.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:30	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:29%20GMT	https://votify.s3.amazonaws.com/images/instagram/xig/homepage/phones/home-phones-2x.png?__makehaste_cache_breaker=73SVAexZgBW	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/images/instagram/xig/homepage/phones/home-phones-2x.4ceb0e.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:31	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:30%20GMT	https://votify.s3.amazonaws.com/rsrc.php/v3/yS/r/j2tKuSsziq4.png	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/rsrc.php/v3/yS/r/j2tKuSsziq4.4d.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:32	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:31%20GMT	https://votify.s3.amazonaws.com/rsrc.php/v3/y6/r/-SCe3XOwgRY.png	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/rsrc.php/v3/y6/r/-SCe3XOwgRY.4e.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:33	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:32%20GMT	https://votify.s3.amazonaws.com/rsrc.php/v3/y5/r/TJztmXpWTmS.png	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/rsrc.php/v3/y5/r/TJztmXpWTmS.4f.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:34	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:34%20GMT	https://votify.s3.amazonaws.com/rsrc.php/v3/yV/r/6JqvJ6H_bFT.png	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/rsrc.php/v3/yV/r/6JqvJ6H_bFT.50.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:35	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:34%20GMT	https://votify.s3.amazonaws.com/rsrc.php/v3/y2/r/9b8ieLAMy-I.png	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/rsrc.php/v3/y2/r/9b8ieLAMy-I.51.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:36	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:35%20GMT	https://votify.s3.amazonaws.com/rsrc.php/v3/yM/r/j_ZqMZXSR36.png	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/rsrc.php/v3/yM/r/j_ZqMZXSR36.52.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:37	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:36%20GMT	https://votify.s3.amazonaws.com/rsrc.php/v3/yr/r/Zf3P2CwU8LT.png	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/rsrc.php/v3/yr/r/Zf3P2CwU8LT.53.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:38	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:37%20GMT	https://votify.s3.amazonaws.com/rsrc.php/v3/y2/r/x0okhLKRvC-.png	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/rsrc.php/v3/y2/r/x0okhLKRvC-.54.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:39	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:38%20GMT	https://votify.s3.amazonaws.com/rsrc.php/v3/yp/r/LElfhC4pb_J.png	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/rsrc.php/v3/yp/r/LElfhC4pb_J.55.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:40	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:39%20GMT	https://votify.s3.amazonaws.com/rsrc.php/v3/yt/r/1pKIBTYmJ1l.png	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/rsrc.php/v3/yt/r/1pKIBTYmJ1l.56.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:41	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:41%20GMT	https://votify.s3.amazonaws.com/rsrc.php/v3/yO/r/38WVYkpbDd-.png	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/rsrc.php/v3/yO/r/38WVYkpbDd-.57.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:42	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:42%20GMT	https://votify.s3.amazonaws.com/rsrc.php/v3/yq/r/rKUlm5fUljm.png	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/rsrc.php/v3/yq/r/rKUlm5fUljm.58.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:43	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:43%20GMT	https://votify.s3.amazonaws.com/rsrc.php/v3/y8/r/ZWR9C7_JdnP.png	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/rsrc.php/v3/y8/r/ZWR9C7_JdnP.59.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:44	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:44%20GMT	https://votify.s3.amazonaws.com/rsrc.php/v3/yz/r/quLU_xi5ZD1.png	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/rsrc.php/v3/yz/r/quLU_xi5ZD1.5a.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:45	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:44%20GMT	https://votify.s3.amazonaws.com/rsrc.php/v3/yv/r/5WZ51EJRBPR.png	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/rsrc.php/v3/yv/r/5WZ51EJRBPR.5b.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:46	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:45%20GMT	https://votify.s3.amazonaws.com/rsrc.php/v3/yQ/r/bwy2y0qRpJF.png	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/rsrc.php/v3/yQ/r/bwy2y0qRpJF.5c.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:47	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:47%20GMT	https://votify.s3.amazonaws.com/rsrc.php/v3/yH/r/S8jSrtgyvd6.png	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/rsrc.php/v3/yH/r/S8jSrtgyvd6.5d.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:48	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:48%20GMT	https://votify.s3.amazonaws.com/rsrc.php/v3/y7/r/_ZtRDZ49g_a.png	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/rsrc.php/v3/y7/r/_ZtRDZ49g_a.5e.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:49	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:48%20GMT	https://votify.s3.amazonaws.com/rsrc.php/v3/yS/r/lVGlFG1Qa2U.png	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/rsrc.php/v3/yS/r/lVGlFG1Qa2U.5f.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:50	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:49%20GMT	https://votify.s3.amazonaws.com/rsrc.php/v3/ya/r/6CFC2eweE_v.png	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/rsrc.php/v3/ya/r/6CFC2eweE_v.60.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:51	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:51%20GMT	https://votify.s3.amazonaws.com/rsrc.php/v3/yi/r/lvkTQo0k7OO.png	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/rsrc.php/v3/yi/r/lvkTQo0k7OO.61.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:52	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:52%20GMT	https://votify.s3.amazonaws.com/rsrc.php/v3/yt/r/niKU4-R59_O.png	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/rsrc.php/v3/yt/r/niKU4-R59_O.62.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:53	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:53%20GMT	https://votify.s3.amazonaws.com/rsrc.php/v3/yn/r/XPTX0nme-Oq.png	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/rsrc.php/v3/yn/r/XPTX0nme-Oq.63.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:54	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:54%20GMT	https://votify.s3.amazonaws.com/rsrc.php/v3/yf/r/LZeh8qH1tRH.png	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/rsrc.php/v3/yf/r/LZeh8qH1tRH.64.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:55	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:55%20GMT	https://votify.s3.amazonaws.com/rsrc.php/v3/yp/r/_kDwUYOrwpv.png	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/rsrc.php/v3/yp/r/_kDwUYOrwpv.65.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
02:01:56	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2002%20Dec%202023%2001:01:56%20GMT	https://votify.s3.amazonaws.com/rsrc.php/v3/y1/r/aOwWsfgyJJO.png	C:/Users/M%20S%20I/Desktop/Edward/Phish/votify.s3.amazonaws.com/rsrc.php/v3/y1/r/aOwWsfgyJJO.66.delayed	(from https://votify.s3.amazonaws.com/static/Instagram_files/lwmxQYICs81.css)
